swa	UN	Swahili/Kiswahili	United Nations Department of Public Information, NY
crm	UN	Swampy Cree	Permanent Mission of Canada to the United Nations Office in Geneva
swd	UN	Swedish (Svenska)	United Nations Information Centre, Denmark
tht	other	Tahitian	Diffusion Multilingue des Droits de l'Homme, France
pet	other	Tajik	The Presidential Apparatus of the Republic of Tajikistan, Tajikistan
Ta1	other	Tajpuriya	Tajpuriya Society Welfare Council
tly	other	Talysh	Human Rights Center of Azerbaijan
taj	other	Tamang (Tam)	Nepal Tamang Ghedung, Nepal
taq	other	Tamasheq	Association Tagazt
tzm	other	Tamazight (Beraber)	Observatoire National de Droits de l'Homme, Algeria
tcv	other	Tamil	Human Rights Centre of the Sri Lanka Foundation, Sri Lanka
ttr	other	Tatar	The Committee for the Protection of Human Rights, Republic of Tatarstan
cjk	other	Tchocwe (Angola)	Procuradoria-Geral da Republica, Portugal
tcw	UN	Telugu	United Nations Department of Public Information, NY
1118	UN	Tének (Huasteco)	United Nations Department of Public Information, NY, in cooperation with the Ministry of Education, Mexico
ttm	other	Tetum	On-Call Interpreters and Translators Agency, Australia
thj	UN	Thai	United Nations Department of Public Information, NY
ths	other	Thakali	Thakali Sewa Samittee
thf	other	Thangmi	Nepal Thangmi Society
thl	other	Tharu-Dangaura	Tharu Kalyankari Sabha
tej	other	Themne (Temne)	National Commission for Democracy and Human Rights, Sierra Leone
tic	other	Tibetan	Office of the Representative of the H.H. the Dalai Lama, Tibet
tca	other	Ticuna	Coordinadora Nacional de Derechos Humanos, Peru
tgn	other	Tigrinya (Tigrigna)	Dema Translation and Editing Service
tiv	UN	Tiv	United Nations Information Centre, NY
tob	UN	Toba	United Nations Information Centre, Argentina/Uruguay
toj	UN	Tojol-a'b'al	United Nations Information Centre, Mexico
pdg	other	Tok Pisin	Baua Baua Popular, Papua New Guinea
toi	UN	Tonga	United Nations Information Centre, Zambia
tov	other	Tongan (Tonga)	Tongan Human Rights and Democracy Movement, Tonga
top	UN	Totonaco	United Nations Department of Public Information, NY, in cooperation with the Ministry of Education, Mexico
tru1	UN	Trukese (Chuuk)	United Nations Department of Public Information, NY
cof	UN	Tsafiki	Office of the High Commissioner for Human Rights - Ecuador Field Office
lub	other	Tshiluba (Luba-Kasai)	Bibliothèque Nationale du Congo, Congo
tsh	other	Tshivenda	University of Cape Town, Faculty of Law, South Africa
trk	other	Turkish (Türkçe)	Secretariat of the Human Rights Coordinating Committee, Turkey
tck	other	Turkmen	National Commission for UNESCO, Turkeminstan
tyv	UN	Tuvan	Office of the High Commissioner for Human Rights - Russian Federation
tzc1	UN	Tzeltal	United Nations Information Centre, Mexico
tzc	UN	Tzotzil	United Nations Information Centre, Mexico
uig	UN	Uighur	United Nations Development Programme, China
oaa	UN	Uilta	Office of the High Commissioner for Human Rights - Russian Federation
ukr	other	Ukrainian (Ukrayins'ka)	Ukrainian Union of Jurists, Ukraine
mnf	UN	Umbundu	United Nations Educational, Scientific and Cultural Organization, Angola
kxl	other	Uranw-Jhangad	Nepal Jhangad (Uranw) Kodrem Sudhar Karya Guthiyar Aa Karyan Sudhar Samittee
ura	other	Urarina	Coordinadora Nacional de Derechos Humanos, Peru
urd	UN	Urdu	United Nations Information Centre, Pakistan
uzb1	UN	Uzbek (Cyrillic)	United Nations Educational, Scientific and Cultural Organization, Uzbekistan
uzb	UN	Uzbek (Latin)	United Nations Educational, Scientific and Cultural Organization, Uzbekistan
vai	other	Vai	Sterling Memorial Library in Yale University
vep	UN	Veps	Office of the High Commissioner for Human Rights - Russian Federation
vie	UN	Vietnamese	United Nations Development Programme, Viet Nam
rmy1	other	Vlach	UN Department for General Assembly and Conference Management German Translation Service, NY
frn1	other	Walloon/Wallon	Waremme - Ville de la Paix, Wallonie, Belgique
ako	other	Wama	Commission béninoise des Droits de l'Homme, Benin
1127	UN	Wao Tededo	Office of the High Commissioner for Human Rights - Ecuador Field Office
wry	other	Waray	Komisyon ng Karapatang Pantao, The Philippines
guc	other	Wayuu	Centro Colombiano de Estudios de Lenguas Aborígenes from the University of Los Andes, Colombia
wls	UN	Welsh (Cymraeg)	United Nations Association Wales, UK
tsw	other	Western Sotho/Tswana/Setswana	Diffusion Multilingue des Droits de l'Homme, South Africa
wol	UN	Wolof	United Nations Information Centre, Senegal
xos	other	Xhosa	Diffusion Multilingue des Droits de l'Homme, France, in cooperation with UNESCO
yad	other	Yagua	Coordinadora Nacional de Derechos Humanos, Peru
sah	UN	Yakut	Office of the High Commissioner for Human Rights - Russian Federation
guu	other	Yanomamö	International Institute of Mary Our Help of the Salesians of Don Bosco
yao	UN	Yao	United Nations Office of the High Comissioner for Human Rights, Geneva
yps	UN	Yapese	United Nations Department of Public Information, NY
iii	UN	Yi	United Nations Development Programme, China
ydd	other	Yiddish	Raphael Finkel and Sholem Berger, University of Kentucky, USA
yor	other	Yoruba (Yorùbá)	Diffusion Multilingue des Droits de l'Homme, France, in cooperation with l'Agence de Coopération Culturelle et Technique
ykg	other	Yukagir	L'Auravetl'an Foundation, NY
zam	UN	Zapoteco	United Nations Department of Public Information, NY, in cooperation with the Ministry of Education, Mexico
ztu1	other	Zapoteco, San Lucas Quiaviní	Felipe H. Lopez and Pamela Munro (University of California, Los Angeles, US)
ccx	UN	Zhuang	United Nations Development Programme, China
zuu	other	Zulu	Community Law Centre, South Africa
